,year,competition,match,mtype,bscore,rscore,blue_won,red_won,Blue_Traditional_Scoring_High,Blue_Traditional_Scoring_Low,Blue_Technical_Scoring,Blue_Autonomous_Scoring,Blue_Endgame,Blue_Fouls,Blue_Defense,Red_Traditional_Scoring_High,Red_Traditional_Scoring_Low,Red_Technical_Scoring,Red_Autonomous_Scoring,Red_Endgame,Red_Fouls,Red_Defense
91,2018,2018mialp,2018mialp_qf2m1,qf2m1,334,267,1,0,0.241222366710013,0.9209558823529412,1.0,0.5975609756097561,0.4444444444444444,0.0,0.1672566371681414,0.5598179453836151,0.698529411764706,0.5,0.6097560975609757,0.4444444444444444,0.2530120481927711,0.2283185840707965
92,2017,2017mabos,2017mabos_qf2m2,qf2m2,0,280,0,1,0.0,0.0,1.0,0.8784545967287084,0.9333333333333336,0.4222222222222222,0.3973856209150329,0.0,0.0,1.0,0.3553299492385787,1.0,0.6,1.0
94,2018,2018njtab,2018njtab_qf2m1,qf2m1,270,441,0,1,0.011093502377179,0.9377289377289376,0.6507304116865871,0.5252152521525215,0.1388888888888888,0.3555555555555556,0.109241648378444,0.6123613312202854,0.86007326007326,0.9551792828685258,0.5011070110701106,0.3777777777777777,0.48,0.8080468178493051
98,2019,2019camb,2019camb_f1m2,f1m2,55,81,0,1,0.4523809523809524,0.8031746031746031,0.8971088435374149,1.0,0.4583333333333333,0.9875776397515528,0.6814839950231875,0.9047619047619048,0.8412698412698413,0.8375850340136055,0.9809523809523808,0.375,0.8902691511387163,0.5955208686800136
99,2019,2019cttd,2019cttd_sf2m2,sf2m2,69,83,0,1,0.3968253968253968,0.8076923076923078,0.5363984674329502,0.7777777777777778,0.5555555555555555,0.818181818181818,0.5160075329566857,1.0,0.9153846153846154,1.0,1.0,0.5333333333333333,0.3999999999999999,0.8338983050847458
100,2019,2019pascs,2019pascs_sf1m3,sf1m3,56,63,0,1,0.1428571428571428,0.8392857142857143,0.3609022556390977,1.0,0.2521008403361345,0.4666666666666666,0.6363636363636368,0.0,0.7999999999999999,0.2105263157894736,1.0,0.392156862745098,1.0,0.7636363636363637
102,2019,2019scmb,2019scmb_f1m1,f1m1,67,76,0,1,0.3111111111111111,0.875,0.6370370370370371,0.8000000000000002,0.4907407407407407,0.6888888888888888,0.7721620537505011,0.8285714285714286,0.7321428571428572,0.9142857142857144,0.8000000000000002,0.4523809523809524,0.9571428571428572,1.0
103,2019,2019ncgui,2019ncgui_qf1m2,qf1m2,24,71,0,1,0.0,0.0714285714285714,0.4000000000000001,0.9,0.125,1.0,0.129533678756477,0.7999999999999999,0.9285714285714284,0.5111111111111112,0.7333333333333333,0.513888888888889,0.9629629629629632,1.0
104,2018,2018wagg,2018wagg_f1m1,f1m1,240,356,0,1,0.7488038277511961,0.9923371647509578,0.4932432432432432,1.0,0.1578947368421052,0.1666666666666668,0.3541430192962543,1.0,0.9693486590038316,1.0,0.8674698795180723,0.4385964912280702,0.5,1.0
106,2017,2017azpx,2017azpx_f1m1,f1m1,235,465,0,1,0.0,0.0,1.0,0.662251655629139,1.0,0.6571428571428571,0.4854111405835543,1.0,1.0,0.9633699633699634,1.0,1.0,0.7428571428571429,1.0
